Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Host_Countries,Count,Broadcast_Revenue,Sum_Revenue
"Katrina Maree ""Triny"" Powell",F,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Lisa Josephine Powell-Carruthers,F,26,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
Lisa Josephine Powell-Carruthers,F,30,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
"David William ""Dave"" Power",M,32,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",Bronze,Italy,2,1.2,832.2
Brooke Pratley,F,32,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Silver,United Kingdom,1,2569,2569
Olivia Price,F,19,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Three Person Keelboat,Silver,United Kingdom,1,2569,2569
"Robert ""Bob"" Proctor",M,27,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
Nicole Anne Louise Provis-Bradtke,F,22,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,Bronze,Spain,1,636,636
Dean Lester Pullar,M,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,Australia,1,1332,1332
"Frederick ""Fred"" Quine",M,27,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
Alicia Quirk,F,24,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
Glencora Ralph,F,23,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
"John Raymond ""JR"" Ranch",M,27,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,Mexico,1,9.8,9.8
Emma Randall (-McDonald),F,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
Elise Maree Rechichi,F,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold,China,1,1739,1739
Paul Edward Reedy,M,23,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver,United States of America,5,287,1944.05
Shayne Leanne Reese,F,25,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
Shayne Leanne Reese,F,25,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,China,1,1739,1739
Graeme Reid,M,28,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
Graham Leslie Reid,M,28,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Spain,1,636,636
Stuart Reside,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Greece,1,1494,1494
Peter Askin Reynolds,M,16,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Japan,4,1.6,3694.1
"Stephanie Louise ""Steph"" Rice",F,20,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,China,1,1739,1739
"Stephanie Louise ""Steph"" Rice",F,20,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,Gold,China,1,1739,1739
"Stephanie Louise ""Steph"" Rice",F,20,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Individual Medley,Gold,China,1,1739,1739
Robert Richards,M,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,Australia,1,1332,1332
Samantha Richards,F,29,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,United Kingdom,1,2569,2569
Nicole Richardson,F,26,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
Brenton Scott Rickard,M,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,Silver,China,1,1739,1739
Brenton Scott Rickard,M,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
Brenton Scott Rickard,M,28,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United Kingdom,1,2569,2569
John Rigby,M,18,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Italy,2,1.2,832.2
"Ronald William ""Ron"" Riley",M,21,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
"Ronald William ""Ron"" Riley",M,28,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
"Samantha Linette ""Sam"" Riley",F,19,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,Spain,1,636,636
"Samantha Linette ""Sam"" Riley",F,23,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,United States of America,5,898,1944.05
"Samantha Linette ""Sam"" Riley",F,23,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,United States of America,5,898,1944.05
"Rebecca ""Bec"" Rippon",F,29,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,China,1,1739,1739
"Melissa ""Mel"" Rippon",F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,China,1,1739,1739
"Melissa ""Mel"" Rippon",F,31,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
James Roberts,M,25,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Brazil,1,2868,2868
Luke Justin Roberts,M,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Greece,1,1494,1494
Clint David Robinson,M,19,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Spain,1,636,636
Clint David Robinson,M,23,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,United States of America,5,898,1944.05
Clint David Robinson,M,32,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,Greece,1,1494,1494
Fiona Mary Robinson-Hannan,F,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,United States of America,5,898,1944.05
"Danielle ""Danni"" Roche",F,26,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
Melanie Jane Roche,F,25,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
Melanie Jane Roche,F,29,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,1,1332,1332
Melanie Jane Roche,F,33,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Melanie Jane Roche,F,37,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
"Gregory Francis ""Greg"" Rogers",M,20,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Mexico,1,9.8,9.8
"Gregory Francis ""Greg"" Rogers",M,20,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Mexico,1,9.8,9.8
Michael Rogers,M,24,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Individual Time Trial,Bronze,Greece,1,1494,1494
"Philip John ""Phil"" Rogers",M,21,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,Spain,1,636,636
"Philip John ""Phil"" Rogers",M,25,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United States of America,5,898,1944.05
Gillian Rolton,F,36,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Spain,1,636,636
Gillian Rolton,F,40,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,United States of America,5,898,1944.05
Brett Nicholas Roneberg,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Giaan Leigh Rooney,F,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1,1332,1332
Giaan Leigh Rooney,F,17,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Giaan Leigh Rooney,F,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Greece,1,1494,1494
Iain Murray Rose,M,21,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,Gold,Italy,2,1.2,832.2
Iain Murray Rose,M,21,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Italy,2,1.2,832.2
Iain Murray Rose,M,21,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Italy,2,1.2,832.2
Shane Rose,M,35,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,China,1,1739,1739
Shane Rose,M,43,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Brazil,1,2868,2868
Ryan Benjamin Rowland Smith,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Ian Mark Rowling,M,25,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Spain,1,636,636
"James William George ""Bill"" Roycroft",M,45,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,Italy,2,1.2,832.2
"James William George ""Bill"" Roycroft",M,53,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Mexico,1,9.8,9.8
"James William George ""Bill"" Roycroft",M,61,Australia,AUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Canada,3,35,1640
Wayne William Roycroft,M,22,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Mexico,1,9.8,9.8
Wayne William Roycroft,M,30,Australia,AUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Canada,3,35,1640
Ian Ruff,M,29,Australia,AUS,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Dinghy,Bronze,Canada,3,35,1640
Christian Ryan,M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,Australia,1,1332,1332
John Sydney Ryan,M,20,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Japan,4,1.6,3694.1
"Matthew ""Matt"" Ryan",M,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver,China,1,1739,1739
"Matthew Morgan ""Matt"" Ryan",M,28,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,Spain,1,636,636
"Matthew Morgan ""Matt"" Ryan",M,28,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Spain,1,636,636
"Matthew Morgan ""Matt"" Ryan",M,36,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Australia,1,1332,1332
Sarah Michelle Ryan,F,19,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,United States of America,5,898,1944.05
Sarah Michelle Ryan,F,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Sarah Michelle Ryan,F,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Greece,1,1494,1494
"William ""Will"" Ryan",M,27,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver,Brazil,1,2868,2868
Jenna Santoromito,F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,China,1,1739,1739
Mia Santoromito,F,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,China,1,1739,1739
"James Fred Robert ""Dick"" Sargeant",M,28,Barrenjoey,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,Japan,4,1.6,3694.1
Rebecca Sattin,F,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze,Greece,1,1494,1494
Jane Kara Saville (-White),F,29,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Bronze,Greece,1,1494,1494
James Scanlon,M,20,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Mexico,1,9.8,9.8
Wendy Lynn Schaeffer,F,21,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,United States of America,5,898,1944.05
"Jessicah Lee ""Jess"" Schipper",F,17,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Greece,1,1494,1494
"Jessicah Lee ""Jess"" Schipper",F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Bronze,China,1,1739,1739
"Jessicah Lee ""Jess"" Schipper",F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Bronze,China,1,1739,1739
"Jessicah Lee ""Jess"" Schipper",F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,China,1,1739,1739
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,China,1,1739,1739
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,United Kingdom,1,2569,2569
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,United Kingdom,1,2569,2569
"Melanie Rene ""Mel"" Schlanger (-Wright)",F,25,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,United Kingdom,1,2569,2569
Grant Luke Schubert,M,24,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,Greece,1,1494,1494
Grant Luke Schubert,M,28,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,China,1,1739,1739
Callum Scotson,M,19,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Brazil,1,2868,2868
Robert Geoffrey Scott,M,26,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Silver,United States of America,5,898,1944.05
"Jennifer ""Jenni"" Screen (-Mottram)",F,26,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
"Jennifer ""Jenni"" Screen (-Mottram)",F,30,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,United Kingdom,1,2569,2569
Emily Jane Seebohm,F,16,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,China,1,1739,1739
Emily Jane Seebohm,F,20,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,United Kingdom,1,2569,2569
Emily Jane Seebohm,F,20,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Silver,United Kingdom,1,2569,2569
Emily Jane Seebohm,F,20,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,United Kingdom,1,2569,2569
Emily Jane Seebohm,F,24,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Brazil,1,2868,2868
"Kevin ""Clyde"" Sefton",M,21,Australia,AUS,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",Silver,Germany,1,18,18
John Cameron Shaw,M,35,Australia,AUS,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold,Germany,1,18,18
"Geoffrey Lloyd ""Geoff"" Shipton",M,19,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Italy,2,1.2,832.2
"Robert Alan ""Bob"" Shirlaw",M,25,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,Mexico,1,9.8,9.8
"Jonathan Scott ""Jon"" Sieben",M,17,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Gold,United States of America,5,287,1944.05
"Jonathan Scott ""Jon"" Sieben",M,17,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United States of America,5,287,1944.05
Catherine Skinner,F,26,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Gold,Brazil,1,2868,2868
"Angela Robyn ""Angie"" Skirving-Lambert",F,19,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Kate Elizabeth Slatter (-Allen),F,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxless Pairs,Gold,United States of America,5,898,1944.05
Kate Elizabeth Slatter (-Allen),F,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Silver,Australia,1,1332,1332
Tom Slingsby,M,27,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,Gold,United Kingdom,1,2569,2569
Kim Maree Small (-Tuckwell),F,23,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,South Korea,2,403,1839
"Donald Roddington ""Don"" Smart",M,22,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
"Donald Roddington ""Don"" Smart",M,26,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
Justine Smethurst,F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
Anabelle Smith,F,23,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Bronze,Brazil,1,2868,2868
Andrew Smith,M,29,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,China,1,1739,1739
"David ""Dave"" Smith",M,25,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,United Kingdom,1,2569,2569
Grant Leslie Smith,M,25,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Matthew John Smith,M,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Sophie Smith,F,26,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
Tate Smith,M,30,Australia,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,United Kingdom,1,2569,2569
Trevor Keith Smith,M,27,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
"Elizabeth Marie ""Liz"" Smylie (Sayers-)",F,25,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Bronze,South Korea,2,403,1839
Belinda Rose Snell,F,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
Belinda Rose Snell,F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
Belinda Rose Snell,F,31,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,United Kingdom,1,2569,2569
"Ronald Charles ""Ron"" Snook",M,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze,United States of America,5,898,1944.05
Emma Laura Snowsill (-Frodeno),F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Women's Olympic Distance,Gold,China,1,1739,1739
"Ashleigh ""Ash"" Southern",F,19,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
Rachael Pamela Sporn,F,28,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,United States of America,5,898,1944.05
Rachael Pamela Sporn,F,32,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver,Australia,1,1332,1332
Rachael Pamela Sporn,F,36,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
Christian David Sprenger,M,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
Christian David Sprenger,M,26,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,Silver,United Kingdom,1,2569,2569
Christian David Sprenger,M,26,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United Kingdom,1,2569,2569
Nicholas Sprenger,M,19,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Greece,1,1494,1494
Daniel Sproule,M,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Daniel Sproule,M,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,Australia,1,1332,1332
Jay Jason Stacy,M,23,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Spain,1,636,636
Jay Jason Stacy,M,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,United States of America,5,898,1944.05
Jay Jason Stacy,M,32,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze,Australia,1,1332,1332
"Katherine ""Kate"" Starre",F,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
"Katherine ""Kate"" Starre",F,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
John William Steffensen,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,Greece,1,1494,1494
Zali Steggall,F,23,Australia,AUS,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze,Japan,4,514,3694.1
"Janette May ""Jenny"" Steinbeck (-Murray)",F,17,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Mexico,1,9.8,9.8
John M. Stephens,M,24,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Craig Julian Stevens,M,24,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Greece,1,1494,1494
Danielle Stewart,F,27,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
"Geoffrey Peter ""Geoff"" Stewart",M,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Fours,Bronze,Australia,1,1332,1332
